Step	Body	Position (X, Y)	Velocity (X, Y)	Force (X, Y)
1128	1	640.005834, 360.025473	0.000002, 0.000038	-0.000000, 0.000000
1128	2	464.054537, 454.285969	-0.758409, -1.390857	0.011015, -0.006014
1128	3	545.026283, 53.830203	1.190734, -0.372659	0.001459, 0.004641
1129	1	640.005836, 360.025511	0.000002, 0.000038	-0.000000, 0.000000
1129	2	463.307189, 452.889187	-0.747347, -1.396782	0.011062, -0.005926
1129	3	546.218458, 53.462191	1.192175, -0.368013	0.001441, 0.004647
1130	1	640.005837, 360.025549	0.000001, 0.000038	-0.000000, 0.000000
1130	2	462.570950, 451.486567	-0.736240, -1.402620	0.011108, -0.005838
1130	3	547.412057, 53.098830	1.193599, -0.363361	0.001423, 0.004652
1131	1	640.005839, 360.025587	0.000001, 0.000038	-0.000000, 0.000000
1131	2	461.845863, 450.078198	-0.725087, -1.408369	0.011153, -0.005749
1131	3	548.607060, 52.740127	1.195004, -0.358703	0.001405, 0.004658
1132	1	640.005840, 360.025624	0.000001, 0.000038	-0.000000, 0.000000
1132	2	461.131974, 448.664168	-0.713889, -1.414029	0.011198, -0.005660
1132	3	549.803451, 52.386086	1.196391, -0.354040	0.001387, 0.004663
1133	1	640.005841, 360.025662	0.000001, 0.000038	-0.000000, 0.000000
1133	2	460.429327, 447.244569	-0.702647, -1.419600	0.011242, -0.005571
1133	3	551.001211, 52.036715	1.197759, -0.349372	0.001369, 0.004668
1134	1	640.005842, 360.025701	0.000001, 0.000038	-0.000000, 0.000000
1134	2	459.737965, 445.819488	-0.691362, -1.425081	0.011285, -0.005481
1134	3	552.200321, 51.692016	1.199110, -0.344698	0.001351, 0.004674
1135	1	640.005842, 360.025739	0.000001, 0.000038	-0.000000, 0.000000
1135	2	459.057930, 444.389016	-0.680035, -1.430472	0.011327, -0.005391
1135	3	553.400763, 51.351997	1.200442, -0.340019	0.001332, 0.004679
1136	1	640.005843, 360.025777	0.000001, 0.000038	-0.000000, 0.000000
1136	2	458.389264, 442.953243	-0.668666, -1.435772	0.011369, -0.005301
1136	3	554.602520, 51.016661	1.201757, -0.335336	0.001314, 0.004684
1137	1	640.005844, 360.025815	0.000001, 0.000038	-0.000000, 0.000000
1137	2	457.732008, 441.512261	-0.657256, -1.440983	0.011410, -0.005210
1137	3	555.805572, 50.686015	1.203053, -0.330647	0.001296, 0.004689
1138	1	640.005844, 360.025853	0.000000, 0.000038	-0.000000, 0.000000
1138	2	457.086203, 440.066159	-0.645805, -1.446102	0.011451, -0.005119
1138	3	557.009903, 50.360062	1.204330, -0.325953	0.001278, 0.004694
1139	1	640.005844, 360.025891	0.000000, 0.000038	-0.000000, 0.000000
1139	2	456.451889, 438.615030	-0.634315, -1.451129	0.011490, -0.005028
1139	3	558.215492, 50.038808	1.205590, -0.321254	0.001259, 0.004699
1140	1	640.005845, 360.025929	0.000000, 0.000038	-0.000000, 0.000000
1140	2	455.829103, 437.158965	-0.622786, -1.456066	0.011529, -0.004936
1140	3	559.422323, 49.722258	1.206831, -0.316550	0.001241, 0.004704
1141	1	640.005845, 360.025968	0.000000, 0.000038	-0.000000, 0.000000
1141	2	455.217884, 435.698055	-0.611219, -1.460910	0.011567, -0.004844
1141	3	560.630376, 49.410417	1.208053, -0.311841	0.001223, 0.004709
1142	1	640.005845, 360.026006	-0.000000, 0.000038	-0.000000, 0.000000
1142	2	454.618270, 434.232393	-0.599614, -1.465662	0.011605, -0.004752
1142	3	561.839634, 49.103289	1.209258, -0.307128	0.001204, 0.004713
1143	1	640.005844, 360.026044	-0.000000, 0.000038	-0.000000, 0.000000
1143	2	454.030297, 432.762071	-0.587973, -1.470322	0.011641, -0.004660
1143	3	563.050078, 48.800878	1.210444, -0.302410	0.001186, 0.004718
1144	1	640.005844, 360.026082	-0.000000, 0.000038	-0.000000, 0.000000
1144	2	453.454001, 431.287182	-0.576296, -1.474889	0.011677, -0.004567
1144	3	564.261689, 48.503190	1.211612, -0.297688	0.001168, 0.004722
1145	1	640.005844, 360.026121	-0.000000, 0.000038	-0.000000, 0.000000
1145	2	452.889418, 429.807820	-0.564584, -1.479363	0.011712, -0.004474
1145	3	565.474450, 48.210229	1.212761, -0.292961	0.001149, 0.004727
1146	1	640.005843, 360.026159	-0.000001, 0.000038	-0.000000, 0.000000
1146	2	452.336581, 428.324076	-0.552837, -1.483743	0.011747, -0.004381
1146	3	566.688342, 47.921999	1.213892, -0.288230	0.001131, 0.004731
1147	1	640.005843, 360.026197	-0.000001, 0.000038	-0.000000, 0.000000
1147	2	451.795524, 426.836046	-0.541056, -1.488031	0.011780, -0.004287
1147	3	567.903346, 47.638505	1.215004, -0.283494	0.001112, 0.004736
1148	1	640.005842, 360.026236	-0.000001, 0.000038	-0.000000, 0.000000
1148	2	451.266281, 425.343821	-0.529243, -1.492224	0.011813, -0.004193
1148	3	569.119444, 47.359751	1.216098, -0.278754	0.001094, 0.004740
1149	1	640.005841, 360.026274	-0.000001, 0.000038	-0.000000, 0.000000
1149	2	450.748884, 423.847498	-0.517398, -1.496323	0.011845, -0.004099
1149	3	570.336618, 47.085741	1.217174, -0.274010	0.001076, 0.004744
1150	1	640.005840, 360.026313	-0.000001, 0.000038	-0.000000, 0.000000
1150	2	450.243363, 422.347169	-0.505521, -1.500329	0.011877, -0.004005
1150	3	571.554849, 46.816479	1.218231, -0.269262	0.001057, 0.004748
1151	1	640.005839, 360.026351	-0.000001, 0.000038	-0.000000, 0.000000
1151	2	449.749750, 420.842930	-0.493613, -1.504239	0.011908, -0.003911
1151	3	572.774118, 46.551970	1.219269, -0.264509	0.001039, 0.004752
1152	1	640.005837, 360.026389	-0.000001, 0.000038	-0.000000, 0.000000
1152	2	449.268074, 419.334875	-0.481676, -1.508055	0.011938, -0.003816
1152	3	573.994408, 46.292217	1.220289, -0.259753	0.001020, 0.004756
1153	1	640.005836, 360.026428	-0.000001, 0.000038	-0.000000, 0.000000
1153	2	448.798365, 417.823099	-0.469709, -1.511776	0.011967, -0.003721
1153	3	575.215699, 46.037224	1.221291, -0.254993	0.001002, 0.004760
1154	1	640.005834, 360.026466	-0.000002, 0.000038	-0.000000, 0.000000
1154	2	448.340651, 416.307697	-0.457714, -1.515402	0.011995, -0.003626
1154	3	576.437973, 45.786995	1.222274, -0.250229	0.000983, 0.004764
1155	1	640.005833, 360.026505	-0.000002, 0.000038	-0.000000, 0.000000
1155	2	447.894960, 414.788764	-0.445691, -1.518932	0.012023, -0.003530
1155	3	577.661211, 45.541535	1.223239, -0.245461	0.000964, 0.004768
1156	1	640.005831, 360.026543	-0.000002, 0.000038	-0.000000, 0.000000
1156	2	447.461319, 413.266397	-0.433641, -1.522367	0.012050, -0.003435
1156	3	578.885396, 45.300845	1.224184, -0.240689	0.000946, 0.004772
1157	1	640.005829, 360.026582	-0.000002, 0.000038	-0.000000, 0.000000
1157	2	447.039753, 411.740691	-0.421566, -1.525706	0.012076, -0.003339
1157	3	580.110508, 45.064931	1.225112, -0.235914	0.000927, 0.004775
1158	1	640.005827, 360.026620	-0.000002, 0.000039	-0.000000, 0.000000
1158	2	446.630288, 410.211741	-0.409465, -1.528949	0.012101, -0.003243
1158	3	581.336528, 44.833796	1.226021, -0.231135	0.000909, 0.004779
1159	1	640.005825, 360.026659	-0.000002, 0.000039	-0.000000, 0.000000
1159	2	446.232949, 408.679645	-0.397339, -1.532096	0.012126, -0.003147
1159	3	582.563439, 44.607443	1.226911, -0.226353	0.000890, 0.004782
1160	1	640.005823, 360.026697	-0.000002, 0.000039	-0.000000, 0.000000
1160	2	445.847760, 407.144499	-0.385189, -1.535147	0.012149, -0.003051
1160	3	583.791221, 44.385875	1.227782, -0.221567	0.000872, 0.004786
1161	1	640.005820, 360.026736	-0.000002, 0.000039	-0.000000, 0.000000
1161	2	445.474743, 405.606398	-0.373017, -1.538101	0.012173, -0.002954
1161	3	585.019856, 44.169097	1.228635, -0.216778	0.000853, 0.004789
1162	1	640.005818, 360.026774	-0.000003, 0.000039	-0.000000, 0.000000
1162	2	445.113921, 404.065440	-0.360822, -1.540958	0.012195, -0.002857
1162	3	586.249326, 43.957111	1.229469, -0.211986	0.000834, 0.004792
1163	1	640.005815, 360.026813	-0.000003, 0.000039	-0.000000, 0.000000
1163	2	444.765315, 402.521721	-0.348606, -1.543719	0.012216, -0.002760
1163	3	587.479611, 43.749920	1.230285, -0.207191	0.000816, 0.004795
1164	1	640.005812, 360.026852	-0.000003, 0.000039	-0.000000, 0.000000
1164	2	444.428946, 400.975339	-0.336369, -1.546382	0.012237, -0.002663
1164	3	588.710693, 43.547528	1.231082, -0.202392	0.000797, 0.004799
1165	1	640.005809, 360.026890	-0.000003, 0.000039	-0.000000, 0.000000
1165	2	444.104835, 399.426391	-0.324112, -1.548948	0.012257, -0.002566
1165	3	589.942553, 43.349937	1.231860, -0.197590	0.000778, 0.004802
1166	1	640.005806, 360.026929	-0.000003, 0.000039	-0.000000, 0.000000
1166	2	443.792999, 397.874974	-0.311835, -1.551417	0.012276, -0.002469
1166	3	591.175172, 43.157152	1.232620, -0.192786	0.000760, 0.004805
1167	1	640.005803, 360.026967	-0.000003, 0.000039	-0.000000, -0.000000
1167	2	443.493459, 396.321185	-0.299541, -1.553789	0.012295, -0.002372
1167	3	592.408533, 42.969173	1.233360, -0.187978	0.000741, 0.004808
1168	1	640.005800, 360.027006	-0.000003, 0.000039	-0.000000, -0.000000
1168	2	443.206230, 394.765122	-0.287228, -1.556063	0.012312, -0.002274
1168	3	593.642615, 42.786005	1.234083, -0.183168	0.000722, 0.004810
1169	1	640.005796, 360.027044	-0.000003, 0.000039	-0.000000, -0.000000
1169	2	442.931331, 393.206883	-0.274899, -1.558239	0.012329, -0.002176
1169	3	594.877401, 42.607651	1.234786, -0.178355	0.000703, 0.004813
1170	1	640.005793, 360.027083	-0.000004, 0.000039	-0.000000, -0.000000
1170	2	442.668777, 391.646565	-0.262554, -1.560318	0.012345, -0.002078
1170	3	596.112872, 42.434111	1.235471, -0.173539	0.000685, 0.004816
1171	1	640.005789, 360.027121	-0.000004, 0.000039	-0.000000, -0.000000
1171	2	442.418584, 390.084267	-0.250193, -1.562298	0.012361, -0.001981
1171	3	597.349009, 42.265391	1.236137, -0.168721	0.000666, 0.004818
1172	1	640.005785, 360.027160	-0.000004, 0.000039	-0.000000, -0.000000
1172	2	442.180766, 388.520086	-0.237818, -1.564181	0.012375, -0.001883
1172	3	598.585792, 42.101491	1.236784, -0.163900	0.000647, 0.004821
1173	1	640.005781, 360.027198	-0.000004, 0.000039	-0.000000, -0.000000
1173	2	441.955336, 386.954121	-0.225429, -1.565965	0.012389, -0.001784
1173	3	599.823204, 41.942415	1.237412, -0.159076	0.000628, 0.004823
1174	1	640.005777, 360.027237	-0.000004, 0.000039	-0.000000, -0.000000
1174	2	441.742309, 385.386469	-0.213027, -1.567651	0.012402, -0.001686
1174	3	601.061226, 41.788165	1.238022, -0.154250	0.000610, 0.004826
1175	1	640.005773, 360.027275	-0.000004, 0.000039	-0.000000, -0.000000
1175	2	441.541695, 383.817230	-0.200613, -1.569239	0.012414, -0.001588
1175	3	602.299839, 41.638743	1.238613, -0.149422	0.000591, 0.004828
1176	1	640.005769, 360.027314	-0.000004, 0.000038	-0.000000, -0.000000
1176	2	441.353507, 382.246501	-0.188188, -1.570729	0.012425, -0.001489
1176	3	603.539023, 41.494151	1.239185, -0.144592	0.000572, 0.004830
1177	1	640.005764, 360.027352	-0.000004, 0.000038	-0.000000, -0.000000
1177	2	441.177756, 380.674382	-0.175752, -1.572120	0.012436, -0.001391
1177	3	604.778761, 41.354392	1.239738, -0.139759	0.000553, 0.004833
1178	1	640.005760, 360.027391	-0.000005, 0.000038	-0.000000, -0.000000
1178	2	441.014450, 379.100970	-0.163306, -1.573412	0.012446, -0.001292
1178	3	606.019033, 41.219467	1.240272, -0.134924	0.000534, 0.004835
1179	1	640.005755, 360.027429	-0.000005, 0.000038	-0.000000, -0.000000
1179	2	440.863599, 377.526364	-0.150851, -1.574606	0.012455, -0.001194
1179	3	607.259821, 41.089380	1.240788, -0.130088	0.000516, 0.004837
1180	1	640.005750, 360.027468	-0.000005, 0.000038	-0.000000, -0.000000
1180	2	440.725211, 375.950663	-0.138388, -1.575701	0.012463, -0.001095
1180	3	608.501106, 40.964131	1.241285, -0.125249	0.000497, 0.004839
1181	1	640.005745, 360.027506	-0.000005, 0.000038	-0.000000, -0.000000
1181	2	440.599294, 374.373965	-0.125917, -1.576698	0.012471, -0.000996
1181	3	609.742868, 40.843722	1.241763, -0.120408	0.000478, 0.004841
1182	1	640.005740, 360.027544	-0.000005, 0.000038	-0.000000, -0.000000
1182	2	440.485855, 372.796370	-0.113439, -1.577595	0.012478, -0.000898
1182	3	610.985090, 40.728156	1.242222, -0.115566	0.000459, 0.004842
1183	1	640.005735, 360.027583	-0.000005, 0.000038	-0.000000, -0.000000
1183	2	440.384899, 371.217975	-0.100956, -1.578394	0.012483, -0.000799
1183	3	612.227752, 40.617434	1.242662, -0.110722	0.000440, 0.004844
1184	1	640.005730, 360.027621	-0.000005, 0.000038	-0.000000, -0.000000
1184	2	440.296432, 369.638881	-0.088467, -1.579094	0.012489, -0.000700
1184	3	613.470835, 40.511558	1.243083, -0.105876	0.000421, 0.004846
1185	1	640.005724, 360.027660	-0.000005, 0.000038	-0.000000, -0.000000
1185	2	440.220458, 368.059185	-0.075974, -1.579696	0.012493, -0.000601
1185	3	614.714321, 40.410530	1.243486, -0.101029	0.000403, 0.004847
1186	1	640.005719, 360.027698	-0.000006, 0.000038	-0.000000, -0.000000
1186	2	440.156980, 366.478987	-0.063478, -1.580198	0.012497, -0.000502
1186	3	615.958191, 40.314350	1.243870, -0.096180	0.000384, 0.004849
1187	1	640.005713, 360.027736	-0.000006, 0.000038	-0.000000, -0.000000
1187	2	440.106002, 364.898386	-0.050978, -1.580602	0.012499, -0.000404
1187	3	617.202425, 40.223021	1.244234, -0.091329	0.000365, 0.004850
1188	1	640.005707, 360.027775	-0.000006, 0.000038	-0.000000, -0.000000
1188	2	440.067525, 363.317480	-0.038477, -1.580906	0.012501, -0.000305
1188	3	618.447005, 40.136543	1.244580, -0.086478	0.000346, 0.004852
1189	1	640.005701, 360.027813	-0.000006, 0.000038	-0.000000, -0.000000
1189	2	440.041551, 361.736368	-0.025974, -1.581112	0.012503, -0.000206
1189	3	619.691913, 40.054919	1.244907, -0.081624	0.000327, 0.004853
1190	1	640.005695, 360.027851	-0.000006, 0.000038	-0.000000, -0.000000
1190	2	440.028080, 360.155149	-0.013471, -1.581219	0.012503, -0.000107
1190	3	620.937128, 39.978149	1.245216, -0.076770	0.000308, 0.004854
1191	1	640.005689, 360.027889	-0.000006, 0.000038	-0.000000, -0.000000
1191	2	440.027112, 358.573922	-0.000968, -1.581227	0.012503, -0.000008
1191	3	622.182633, 39.906234	1.245505, -0.071915	0.000289, 0.004855
1192	1	640.005682, 360.027928	-0.000006, 0.000038	-0.000000, -0.000000
1192	2	440.038646, 356.992787	0.011534, -1.581136	0.012502, 0.000091
1192	3	623.428408, 39.839176	1.245775, -0.067058	0.000270, 0.004857
1193	1	640.005676, 360.027966	-0.000006, 0.000038	-0.000000, -0.000000
1193	2	440.062679, 355.411840	0.024033, -1.580946	0.012500, 0.000190
1193	3	624.674435, 39.776975	1.246027, -0.062201	0.000251, 0.004858
1194	1	640.005669, 360.028004	-0.000007, 0.000038	-0.000000, -0.000000
1194	2	440.099210, 353.831183	0.036530, -1.580658	0.012497, 0.000289
1194	3	625.920694, 39.719633	1.246259, -0.057342	0.000233, 0.004858
1195	1	640.005663, 360.028042	-0.000007, 0.000038	-0.000000, -0.000000
1195	2	440.148234, 352.250913	0.049024, -1.580270	0.012494, 0.000387
1195	3	627.167167, 39.667150	1.246473, -0.052483	0.000214, 0.004859
1196	1	640.005656, 360.028080	-0.000007, 0.000038	-0.000000, -0.000000
1196	2	440.209747, 350.671128	0.061514, -1.579784	0.012489, 0.000486
1196	3	628.413834, 39.619527	1.246668, -0.047623	0.000195, 0.004860
1197	1	640.005649, 360.028118	-0.000007, 0.000038	-0.000000, -0.000000
1197	2	440.283745, 349.091929	0.073998, -1.579200	0.012484, 0.000585
1197	3	629.660678, 39.576766	1.246843, -0.042762	0.000176, 0.004861
1198	1	640.005642, 360.028156	-0.000007, 0.000038	-0.000000, -0.000000
1198	2	440.370222, 347.513412	0.086477, -1.578516	0.012479, 0.000683
1198	3	630.907678, 39.538865	1.247000, -0.037900	0.000157, 0.004861
1199	1	640.005635, 360.028194	-0.000007, 0.000038	-0.000000, -0.000000
1199	2	440.469171, 345.935678	0.098949, -1.577735	0.012472, 0.000782
1199	3	632.154817, 39.505827	1.247138, -0.033038	0.000138, 0.004862
1200	1	640.005627, 360.028232	-0.000007, 0.000038	-0.000000, -0.000000
1200	2	440.580585, 344.358823	0.111414, -1.576854	0.012465, 0.000880
1200	3	633.402074, 39.477651	1.247257, -0.028176	0.000119, 0.004863
1201	1	640.005620, 360.028270	-0.000007, 0.000038	-0.000000, -0.000000
1201	2	440.704455, 342.782948	0.123870, -1.575875	0.012457, 0.000979
1201	3	634.649432, 39.454339	1.247358, -0.023313	0.000100, 0.004863
1202	1	640.005612, 360.028308	-0.000008, 0.000038	-0.000000, -0.000000
1202	2	440.840773, 341.208150	0.136318, -1.574798	0.012448, 0.001077
1202	3	635.896871, 39.435889	1.247439, -0.018449	0.000081, 0.004863
1203	1	640.005604, 360.028346	-0.000008, 0.000038	-0.000000, -0.000000
1203	2	440.989529, 339.634526	0.148756, -1.573623	0.012438, 0.001175
1203	3	637.144372, 39.422304	1.247501, -0.013586	0.000062, 0.004864
1204	1	640.005597, 360.028384	-0.000008, 0.000038	-0.000000, -0.000000
1204	2	441.150713, 338.062177	0.161184, -1.572350	0.012428, 0.001273
1204	3	638.391916, 39.413582	1.247545, -0.008722	0.000043, 0.004864
1205	1	640.005589, 360.028422	-0.000008, 0.000038	-0.000000, -0.000000
1205	2	441.324314, 336.491199	0.173600, -1.570978	0.012416, 0.001372
1205	3	639.639485, 39.409724	1.247569, -0.003858	0.000024, 0.004864
1206	1	640.005580, 360.028459	-0.000008, 0.000038	-0.000000, -0.000000
1206	2	441.510318, 334.921690	0.186005, -1.569509	0.012404, 0.001470
1206	3	640.887060, 39.410730	1.247575, 0.001006	0.000006, 0.004864
1207	1	640.005572, 360.028497	-0.000008, 0.000038	-0.000000, -0.000000
1207	2	441.708715, 333.353749	0.198396, -1.567941	0.012392, 0.001567
1207	3	642.134621, 39.416600	1.247561, 0.005870	-0.000013, 0.004864
1208	1	640.005564, 360.028535	-0.000008, 0.000038	-0.000000, -0.000000
1208	2	441.919489, 331.787473	0.210775, -1.566276	0.012378, 0.001665
1208	3	643.382150, 39.427334	1.247529, 0.010734	-0.000032, 0.004864
1209	1	640.005555, 360.028572	-0.000008, 0.000038	-0.000000, -0.000000
1209	2	442.142628, 330.222959	0.223138, -1.564513	0.012364, 0.001763
1209	3	644.629627, 39.442931	1.247478, 0.015598	-0.000051, 0.004864
1210	1	640.005547, 360.028610	-0.000009, 0.000038	-0.000000, -0.000000
1210	2	442.378115, 328.660306	0.235487, -1.562653	0.012349, 0.001860
1210	3	645.877035, 39.463393	1.247407, 0.020461	-0.000070, 0.004864
1211	1	640.005538, 360.028647	-0.000009, 0.000038	-0.000000, -0.000000
1211	2	442.625935, 327.099610	0.247820, -1.560696	0.012333, 0.001958
1211	3	647.124353, 39.488717	1.247318, 0.025324	-0.000089, 0.004863
1212	1	640.005529, 360.028685	-0.000009, 0.000037	-0.000000, -0.000000
1212	2	442.886072, 325.540969	0.260137, -1.558641	0.012316, 0.002055
1212	3	648.371563, 39.518904	1.247210, 0.030187	-0.000108, 0.004863
1213	1	640.005520, 360.028722	-0.000009, 0.000037	-0.000000, -0.000000
1213	2	443.158507, 323.984480	0.272436, -1.556489	0.012299, 0.002152
1213	3	649.618646, 39.553954	1.247083, 0.035050	-0.000127, 0.004862
1214	1	640.005511, 360.028760	-0.000009, 0.000037	-0.000000, -0.000000
1214	2	443.443224, 322.430240	0.284716, -1.554240	0.012281, 0.002249
1214	3	650.865584, 39.593865	1.246937, 0.039911	-0.000146, 0.004862
1215	1	640.005502, 360.028797	-0.000009, 0.000037	-0.000000, -0.000000
1215	2	443.740202, 320.878345	0.296978, -1.551895	0.012262, 0.002345
1215	3	652.112357, 39.638638	1.246773, 0.044773	-0.000165, 0.004861
1216	1	640.005493, 360.028834	-0.000009, 0.000037	-0.000000, -0.000000
1216	2	444.049423, 319.328892	0.309221, -1.549453	0.012242, 0.002442
1216	3	653.358946, 39.688271	1.246589, 0.049633	-0.000184, 0.004861
1217	1	640.005483, 360.028872	-0.000009, 0.000037	-0.000000, -0.000000
1217	2	444.370865, 317.781977	0.321443, -1.546915	0.012222, 0.002538
1217	3	654.605332, 39.742764	1.246386, 0.054493	-0.000203, 0.004860
1218	1	640.005474, 360.028909	-0.000010, 0.000037	-0.000000, -0.000000
1218	2	444.704509, 316.237697	0.333643, -1.544280	0.012201, 0.002635
1218	3	655.851497, 39.802116	1.246165, 0.059352	-0.000222, 0.004859
1219	1	640.005464, 360.028946	-0.000010, 0.000037	-0.000000, -0.000000
1219	2	445.050331, 314.696148	0.345822, -1.541549	0.012179, 0.002731
1219	3	657.097421, 39.866326	1.245924, 0.064210	-0.000240, 0.004858
1220	1	640.005454, 360.028983	-0.000010, 0.000037	-0.000000, -0.000000
1220	2	445.408309, 313.157426	0.357978, -1.538722	0.012156, 0.002827
1220	3	658.343086, 39.935393	1.245665, 0.069067	-0.000259, 0.004857
1221	1	640.005444, 360.029020	-0.000010, 0.000037	-0.000000, -0.000000
1221	2	445.778421, 311.621626	0.370111, -1.535800	0.012133, 0.002922
1221	3	659.588473, 40.009316	1.245387, 0.073923	-0.000278, 0.004856
1222	1	640.005434, 360.029057	-0.000010, 0.000037	-0.000000, -0.000000
1222	2	446.160640, 310.088844	0.382220, -1.532782	0.012109, 0.003018
1222	3	660.833563, 40.088094	1.245090, 0.078778	-0.000297, 0.004855
1223	1	640.005424, 360.029094	-0.000010, 0.000037	-0.000000, -0.000000
1223	2	446.554944, 308.559174	0.394303, -1.529669	0.012084, 0.003113
